Year,Island,Population,Mericarp.width,Mericarp.length,Mericarp.upper.spine.size,Mericarp.mass,Number.of.seeds.eaten,Presence.of.lower.spines 
2015,Isabella,ECR,3.32,5.68,9.35,0.078,0,1
2015,Isabella,ECR,3.57,5.7,8.59,0.06,0,1
2015,Isabella,ECR,2.5,6.31,7.81,0.046,1,0
2015,Isabella,ECR,3.88,7.61,NA,0.096,2,0
2015,Isabella,ECR,3.24,6.1,NA,0.064,0,1
2015,Isabella,ECR,3,5.77,9.89,0.061,0,1
2015,Isabella,ECR,2.77,5.85,7.5,0.058,0,1
2015,Isabella,ECR,3.66,6.6,NA,0.06,1,0
2015,Isabella,ECR,2.71,5.75,8.29,0.048,1,1
2015,Isabella,ECR,2.61,6.13,9.2,0.061,0,0
2015,Isabella,ECR,3.05,5.73,8.71,0.054,1,1
2015,Isabella,ECR,2.99,6.5,NA,0.04,2,0
2015,Isabella,ECR,2.54,5.42,NA,0.02,2,0
2015,Isabella,ECR,2.82,5.22,NA,0.034,1,0
2015,Isabella,ECR,4,8.21,NA,0.11,2,0
2015,Isabella,ECR,3.04,5.48,NA,0.03,2,0
2015,Isabella,ECR,2.73,5.04,7.24,0.038,0,0
2015,Isabella,ECR,2.48,5.3,9.2,0.023,2,1
2015,Isabella,ECR,3.26,6.77,8.73,0.095,0,1
2015,Isabella,ECR,2.35,5.44,NA,0.03,1,0
2015,Isabella,ECR,2.91,6.59,10.11,0.077,1,1
2015,Isabella,ECR,2.47,4.69,5.45,0.032,1,0
2015,Isabella,ECR,2.04,4.41,7.67,0.027,0,0
2015,Isabella,ECR,2.4,5.17,8.1,0.042,0,1
2015,Isabella,ECR,1.94,6.31,9.03,0.038,1,0
2015,Isabella,ECR,2.75,5.83,NA,0.044,0,0
2015,Isabella,ECR,2.43,4.05,6.46,0.027,0,1
2015,Isabella,ECR,3.86,6.1,10.13,0.1,0,1
2015,Isabella,ECR,2.77,4.46,7.04,0.036,1,1
2015,Isabella,ECR,1.93,4.69,7.5,0.028,0,0
2015,Isabella,ECR,2.5,5.85,NA,0.042,1,1
2015,Isabella,ECR,3.02,6.23,8.58,0.082,0,1
2015,Isabella,ECR,3.03,5.09,6.17,0.042,1,0
2015,Isabella,ECR,3.62,5.58,9.46,0.057,0,1
2015,Isabella,ECR,3.07,5.7,9.56,0.059,0,1
2015,Isabella,ECR,3,5.92,NA,0.051,0,0
2015,Isabella,ECR,2.27,4.84,5.25,0.034,1,0
2015,Isabella,ECR,1.99,3.38,5.58,0.015,0,1
2015,Isabella,ECR,3.07,4.86,8.19,0.045,0,1
2015,Isabella,ECR,3.3,7.39,7.68,0.088,0,0
2015,Isabella,ECR,3.74,5.45,8.34,0.068,0,1
2015,Isabella,ECR,3.16,6.3,8.32,0.075,0,1
2015,Isabella,ECR,3.01,6.2,8.53,0.07,0,1
2015,Isabella,ECR,2.63,5.54,8.28,0.048,0,1
2015,Isabella,ECR,2.69,4.66,NA,0.028,1,1
2015,Isabella,ECR,2.91,5.44,NA,0.039,1,0
2015,Isabella,ECR,2.95,4.14,NA,0.036,0,1
2015,Isabella,ECR,2.57,5.04,7.83,0.047,0,1
2015,Isabella,ECR,2.35,4.87,5.52,0.031,0,0
2015,Isabella,ECR,2.41,5.37,5.74,0.028,2,1
2015,Isabella,ECR,3.26,6.03,5.41,0.059,1,0
2015,Isabella,ECR,2.65,4.64,NA,0.027,1,0
2015,Isabella,ECR,2.91,5.47,8.09,0.061,0,1
2015,Isabella,ECR,3.02,4.3,7.53,0.05,0,1
2015,Isabella,ECR,2.41,4.1,NA,0.02,2,0
2015,Isabella,ECR,2.22,5.14,7.65,0.031,1,0
2015,Isabella,ECR,3.04,6.46,7.1,0.071,0,1
2015,Isabella,ECR,2.84,5.58,6.26,0.033,3,0
2015,Isabella,ECR,2.67,6.12,7.51,0.061,0,1
2015,Isabella,ECR,2.68,4.33,8.3,0.042,0,1
2015,Isabella,ECR,2.65,6.4,9.8,0.065,0,1
2015,Isabella,ECR,2.59,6.9,10.79,0.081,1,1
2015,Isabella,ECR,3.39,4.89,8.5,0.057,0,1
2015,Isabella,ECR,2.95,6.13,NA,0.047,1,1
2015,Isabella,ECR,3.9,5.34,8.57,0.072,0,1
2015,Isabella,ECR,2.45,6.18,6.22,0.046,0,1
2015,Isabella,ECR,2.24,4.28,7.6,0.033,0,0
2015,Isabella,ECR,3.64,6,9.6,0.071,0,1
2015,Isabella,ECR,2.55,5.62,7.73,0.05,0,1
2015,Isabella,ECR,3.07,4.88,NA,0.049,1,1
2015,Isabella,ECR,2.7,5.93,8.49,0.058,0,0
2015,Isabella,ECR,3,4.38,6.79,0.04,0,1
2015,Isabella,ECR,2.22,5.03,8.77,0.035,0,1
2015,Isabella,ECR,3.09,5.95,9.61,0.077,1,1
2015,Isabella,ECR,3.29,5.33,8.21,0.055,0,1
2015,Isabella,ECR,2.33,5.25,10.48,0.013,4,1
2015,Isabella,ECR,3.02,6.01,NA,0.054,1,1
2015,Isabella,ECR,3.51,4.67,7.85,0.055,0,1
2015,Isabella,ECR,2.86,6.59,8.56,0.056,1,1
2015,Isabella,ECR,2.56,5.32,7.25,0.042,1,1
2015,Isabella,ECR,2.18,5.18,8.6,0.035,1,0
2015,Isabella,ECR,2.55,5.64,7.88,0.05,1,0
2015,Isabella,ECR,2.66,5,9.53,0.049,0,1
2015,Isabella,ECR,3,6.33,7.47,0.072,0,1
2015,Isabella,ECR,2.57,4.39,7.86,0.044,0,1
2015,Isabella,ECR,2.07,5.66,7.33,0.04,0,0
2015,Isabella,ECR,3.02,4.6,9.03,0.052,0,1
2015,Isabella,ECR,2.77,3.46,6.09,0.028,0,1
2015,Isabella,ECR,3.09,5.84,NA,0.038,2,0
2015,Isabella,ECR,2.65,5.21,7.9,0.049,0,1
2015,Isabella,ECR,2.91,5.76,9.39,0.042,2,1
2015,Isabella,ECR,2.6,5.48,8.06,0.045,0,0
2015,Isabella,ECR,2.71,4.3,7.82,0.029,1,1
2015,Isabella,ECR,3.62,4.68,9.61,0.062,0,1
2015,Isabella,ECR,3.37,4.97,NA,0.032,2,1
2015,Isabella,ECR,2.91,6.52,7.74,0.053,1,0
2015,Isabella,ECR,2.64,3.77,8.59,0.031,0,1
2015,Isabella,ECR,3.67,6.39,9.34,0.081,0,1
2015,Isabella,ECR,2.07,4.15,NA,0.02,0,0
2015,Isabella,ECR,2.01,4.47,2.87,0.02,0,1
2015,Isabella,RSA,4.19,8.15,7.73,0.121,0,0
2015,Isabella,RSA,2.89,5.8,11.77,0.057,0,1
2015,Isabella,RSA,3.34,5.91,7.77,0.071,0,1
2015,Isabella,RSA,3.44,5.68,7.2,0.072,0,1
2015,Isabella,RSA,4.94,8.45,NA,0.141,0,1
2015,Isabella,RSA,2.98,5.96,11.25,0.045,0,1
2015,Isabella,RSA,3.3,6.74,7.82,0.071,0,0
2015,Isabella,RSA,3.74,6.87,12.07,0.081,0,1
2015,Isabella,RSA,3.41,6.65,10.58,0.074,0,1
2015,Isabella,RSA,2.38,4.52,9,0.028,0,1
2015,Isabella,RSA,3.28,6.13,NA,0.053,0,0
2015,Isabella,RSA,4.25,7.46,11.34,0.1,0,1
2015,Isabella,RSA,3.08,6.41,NA,0.058,0,0
2015,Isabella,RSA,3.34,7.02,NA,0.088,0,0
2015,Isabella,RSA,2.87,4.86,8.91,0.047,0,1
2015,Isabella,RSA,3.24,5.88,9.5,0.062,1,1
2015,Isabella,RSA,4.85,8.18,10.62,0.145,0,0
2015,Isabella,RSA,3.43,6.31,8.5,0.072,0,1
2015,Isabella,RSA,3.13,6.43,9.08,0.056,1,0
2015,Isabella,RSA,3.58,6.51,11.03,0.067,0,1
2015,Isabella,RSA,2.81,4.62,9.11,0.043,0,1
2015,Isabella,RSA,3.37,6.78,10.81,0.087,0,1
2015,Isabella,RSA,3.11,5.77,10.55,0.067,0,1
2015,Isabella,RSA,3.05,7.31,7.04,0.07,0,0
2015,Isabella,RSA,4.22,6.31,10.52,0.11,0,1
2015,Isabella,RSA,3.31,7.06,11.09,0.076,0,1
2015,Isabella,RSA,3.16,6.58,8.02,0.079,0,0
2015,Isabella,RSA,3.28,6.5,8.21,0.067,0,0
2015,Isabella,RSA,4.73,8.19,7.47,0.13,0,0
2015,Isabella,RSA,4.19,5.35,9.23,0.075,0,1
2015,Isabella,RSA,4.84,8.76,8.66,0.18,0,0
2015,Isabella,RSA,3.43,5.39,9.3,0.06,0,1
2015,Isabella,RSA,3.75,7.47,8.56,0.098,0,0
2015,Isabella,RSA,4.03,7.92,8.85,0.096,0,0
2015,Isabella,RSA,3.54,6.43,9.68,0.07,0,1
2015,Isabella,RSA,3.7,7.22,NA,0.089,0,0
2015,Isabella,RSA,2.69,5.09,9.49,0.046,0,1
2015,Isabella,RSA,3.48,6.29,9.83,0.066,0,0
2015,Isabella,RSA,3.79,6.58,6.07,0.076,0,0
2015,Isabella,RSA,3.51,5.92,9.68,0.073,0,1
2015,Isabella,RSA,3.47,5.65,10.73,0.058,0,1
2015,Isabella,RSA,3.58,6.07,NA,0.059,0,0
2015,Isabella,RSA,4.05,6.24,10.12,0.093,0,1
2015,Isabella,RSA,2.87,5.4,9.81,0.045,1,1
2015,Isabella,RSA,2.67,5.91,8.5,0.044,0,0
2015,Isabella,RSA,4.09,6.4,NA,0.072,0,0
2015,Isabella,RSA,3.88,6.31,NA,0.092,0,0
2015,Isabella,RSA,4.46,8.76,9.19,0.145,0,0
2015,Isabella,RSA,3.22,5.58,NA,0.05,0,1
2015,Isabella,RSA,2.5,4.8,8.9,0.034,0,1
2015,Isabella,RSA,3.36,5.31,NA,0.049,0,1
2015,Isabella,RSA,3.29,6.96,6.16,0.066,0,0
2015,Isabella,RSA,3.72,6.05,10.79,0.062,0,0
2015,Isabella,RSA,2.91,5.21,8.03,0.052,0,1
2015,Isabella,RSA,3.28,5.95,NA,0.064,0,1
2015,Isabella,RSA,4.11,8.71,8.1,0.118,0,0
2015,Isabella,RSA,3.13,5.26,9.76,0.048,0,1
2015,Isabella,RSA,2.7,4.77,9.54,0.041,0,1
2015,Isabella,RSA,4.75,8.19,8.49,0.133,0,0
2015,Isabella,RSA,3.18,6.24,10.63,0.072,0,1
2015,Isabella,RSA,3.16,6.58,8.22,0.067,0,1
2015,Isabella,RSA,4.84,8.03,8.88,0.133,0,0
2015,Isabella,RSA,3,5.45,11.01,0.064,0,1
2015,Isabella,RSA,3.94,7.52,12.69,0.122,0,1
2015,Isabella,RSA,4.05,6.3,NA,0.077,0,0
2015,Isabella,RSA,4.22,7.35,9.06,0.102,0,0
2015,Isabella,RSA,3.03,5.74,10.45,0.054,0,1
2015,Isabella,RSA,2.86,5.12,7.89,0.038,0,1
2015,Isabella,RSA,3.71,5.63,8.05,0.06,0,1
2015,Isabella,RSA,2.31,4.93,5.73,0.019,1,0
2015,Isabella,RSA,3.94,5.48,9.96,0.063,1,1
2015,Isabella,RSA,3.06,6,10.89,0.065,0,1
2015,Isabella,RSA,3.36,6.77,7.71,0.082,0,0
2015,Isabella,RSA,3.93,5.04,7.08,0.07,0,1
2015,Isabella,RSA,3.57,6.06,10.6,0.078,0,1
2015,Isabella,RSA,3.5,6.19,9.33,0.07,1,1
2015,Isabella,RSA,2.69,4.26,NA,0.025,2,1
2015,Isabella,RSA,3.1,5.34,10.77,0.052,0,1
2015,Isabella,RSA,2.84,5.56,NA,0.046,0,1
2015,Isabella,RSA,4.44,8.94,NA,0.136,0,0
2015,Isabella,RSA,4.06,6.16,9.46,0.084,1,1
2015,Isabella,RSA,3.04,5.5,9.89,0.049,0,0
2015,Isabella,RSA,3.48,5.13,9.37,0.066,0,1
2015,Isabella,RSA,4.3,7.49,5.19,0.099,0,0
2015,Isabella,RSA,3.27,5.34,NA,0.068,0,1
2015,Isabella,RSA,3.17,5.52,NA,0.051,0,1
2015,Isabella,RSA,3.71,6.31,8.53,0.072,0,0
2015,Isabella,RSA,2.67,5.4,6.55,0.035,0,0
2015,Isabella,RSA,3.91,7.68,9.97,0.095,0,0
2015,Isabella,RSA,2.85,4.99,10.86,0.05,0,1
2015,Isabella,RSA,2.93,5.66,6.73,0.042,0,0
2015,Isabella,RSA,3.13,5.7,5.34,0.041,0,0
2015,Isabella,RSA,3.19,5.15,NA,0.035,1,0
2015,Isabella,RSA,2.82,5.76,8.61,0.045,0,1
2015,Isabella,RSA,3.37,5.83,6.52,0.056,0,1
2015,Isabella,RSA,2.37,4.05,9.01,0.026,0,1
2015,Isabella,RSA,3.3,5.75,5.29,0.047,0,0
2015,Isabella,RSA,3.3,5.56,5.27,0.043,0,0
2015,Isabella,RSA,4.4,8.72,8.84,0.132,0,0
2015,Isabella,RSA,3.62,6.12,8.45,0.06,1,1
2015,Isabella,AP,3.4,5.4,12.12,0.053,0,0
2015,Isabella,AP,2.54,4.44,8.63,0.029,0,1
2015,Isabella,AP,3.21,6.01,10.95,0.074,0,0
2015,Isabella,AP,3.18,5.13,9.71,0.062,0,1
2015,Isabella,AP,2.68,4.29,8.82,0.032,0,1
2015,Isabella,AP,3.33,5.01,10.42,0.066,0,1
2015,Isabella,AP,2.53,4.5,6.76,0.04,1,1
2015,Isabella,AP,2.63,3.3,7.88,0.017,0,1
2015,Isabella,AP,2.61,5.04,7.99,0.036,0,0
2015,Isabella,AP,2.97,4.74,NA,0.033,1,0
2015,Isabella,AP,3.1,3.84,9.66,0.034,0,1
2015,Isabella,AP,2.69,4.9,10.22,0.048,0,0
2015,Isabella,AP,2.7,4.56,NA,0.03,1,0
2015,Isabella,AP,2.76,3.32,8.79,0.027,0,1
2015,Isabella,AP,3.16,4.85,9.07,0.05,0,1
2015,Isabella,AP,3.59,5.17,10.95,0.052,1,1
2015,Isabella,AP,2.77,4.82,7.68,0.032,1,1
2015,Isabella,AP,2.43,3.78,8.18,0.029,0,1
2015,Isabella,AP,2.56,4.02,6.69,0.024,0,1
2015,Isabella,AP,3.06,4.78,9.49,0.052,0,0
2015,Isabella,AP,2.79,4.24,9.07,0.036,0,1
2015,Isabella,AP,2.66,4.28,11.79,0.032,0,1
2015,Isabella,AP,3.48,5.65,10.29,0.062,1,0
2015,Isabella,AP,2.73,3.88,6.91,0.029,0,1
2015,Isabella,AP,2.62,5.09,10.52,0.031,1,1
2015,Isabella,AP,2.81,5.06,10.92,0.046,0,0
2015,Isabella,AP,2.67,4.32,9.28,0.023,0,1
2015,Isabella,AP,2.83,4.83,8.81,0.03,0,0
2015,Isabella,AP,3.28,4.99,10.33,0.051,0,1
2015,Isabella,AP,3.4,6,8.52,0.078,0,1
2015,Isabella,AP,2.78,4.01,10.3,0.021,1,0
2015,Isabella,AP,3.16,4.82,10.28,0.06,0,1
2015,Isabella,AP,3.42,5.41,11.88,0.059,1,1
2015,Isabella,AP,3.27,4.62,NA,0.044,0,1
2015,Isabella,AP,3.44,5.47,8.96,0.062,0,1
2015,Isabella,AP,3.13,5.15,11.97,0.046,0,1
2015,Isabella,AP,2.63,3.54,6.95,0.027,0,1
2015,Isabella,AP,3.23,4.92,8.4,0.054,1,1
2015,Isabella,AP,2.84,4.22,6.73,0.034,0,1
2015,Isabella,AP,2.53,4.13,6.98,0.03,0,0
2015,Isabella,AP,3.57,4.82,8.56,0.052,0,1
2015,Isabella,AP,2.58,4.06,9.38,0.033,0,1
2015,Isabella,AP,2.95,4.57,10.26,0.042,0,0
2015,Isabella,AP,3.57,6.17,10.31,0.071,0,0
2015,Isabella,AP,3.08,4.97,9.4,0.037,0,0
2015,Isabella,AP,3.51,4.48,7.67,0.031,0,0
2015,Isabella,AP,2.8,4.57,9.66,0.053,0,1
2015,Isabella,AP,2.46,4.3,7.84,0.028,0,1
2015,Isabella,AP,3.51,6.12,11.82,0.073,0,1
2015,Isabella,AP,3.71,5.62,7.93,0.046,2,0
2015,Isabella,AP,3.01,3.59,8.92,0.028,0,1
2015,Isabella,AP,2.78,3.4,8.31,0.019,0,1
2015,Isabella,AP,3.65,4.96,8.83,0.068,0,1
2015,Isabella,AP,2.83,4.51,9.55,0.037,0,0
2015,Isabella,AP,2.63,4.68,11.32,0.039,0,1
2015,Isabella,AP,2.6,4.22,7.5,0.033,0,1
2015,Isabella,AP,2.71,4.06,6.86,0.029,0,1
2015,Isabella,AP,3.04,3.2,10.74,0.022,0,1
2015,Isabella,AP,3.23,4.52,10.75,0.042,1,0
2015,Isabella,AP,3.16,4,10.79,0.042,0,1
2015,Isabella,AP,3.27,4.51,10.06,0.036,1,0
2015,Isabella,AP,3.33,5,9.03,0.038,1,0
2015,Isabella,AP,3.2,4.62,9.63,0.042,0,0
2015,Isabella,AP,2.44,4.22,7.68,0.03,0,1
2015,Isabella,AP,2.49,3.36,8.01,0.021,0,1
2015,Isabella,AP,3.13,3.72,9.31,0.029,0,1
2015,Isabella,AP,2.98,4.31,9.72,0.045,0,1
2015,Isabella,AP,4.23,5.96,10.32,0.093,0,1
2015,Isabella,AP,2.93,4.62,7.96,0.034,0,1
2015,Isabella,AP,2.59,4.43,9.11,0.021,2,0
2015,Isabella,AP,3.47,4.84,8.37,0.041,1,0
2015,Isabella,AP,2.5,4.07,9.91,0.03,0,1
2015,Isabella,AP,3.01,5.3,10.71,0.048,0,0
2015,Isabella,AP,3.2,5.53,9.39,0.034,0,0
2015,Isabella,AP,2.39,3.12,10.11,0.021,0,1
2015,Isabella,AP,3.36,4.52,7.43,0.043,0,1
2015,Isabella,AP,2.62,4.06,6.86,0.013,2,1
2015,Isabella,AP,2.28,4.22,7.19,0.027,0,1
2015,Isabella,AP,3.19,5.13,12.17,0.051,0,0
2015,Isabella,AP,2.44,4.29,6.33,0.02,1,0
2015,Isabella,AP,3.41,4.45,9.76,0.038,0,1
2015,Isabella,AP,2.65,4.73,8.2,0.043,0,0
2015,Isabella,AP,3.73,6.27,9.37,0.069,1,1
2015,Isabella,AP,3.55,4.9,10.07,0.06,0,1
2015,Isabella,AP,1.79,3.79,4.69,0.009,0,0
2015,Isabella,AP,2.49,4.37,9.09,0.026,0,0
2015,Isabella,AP,2.84,5.01,9.1,0.035,1,0
2015,Isabella,AP,2.92,4.21,9.01,0.038,0,1
2015,Isabella,AP,2.7,3.21,3.25,0.016,0,0
2015,Isabella,AP,2.66,4.41,9.51,0.039,1,1
2015,Isabella,AP,3.36,4.38,10.04,0.041,1,0
2015,Isabella,AP,3.41,6.05,NA,0.074,0,1
2015,Isabella,AP,2.99,4.41,9.39,0.039,0,0
2015,Isabella,AP,3.09,4.43,9.55,0.038,0,1
2015,Isabella,AP,3.82,4.88,11.36,0.057,0,1
2015,Isabella,AP,2.52,3.78,9.85,0.024,0,1
2015,Isabella,AP,3.03,3.6,9.18,0.019,0,0
2015,Isabella,AP,2.56,3.65,8.55,0.018,0,1
2015,Isabella,AP,2.64,3.41,11.35,0.025,0,1
2015,Isabella,AP,2.18,4.22,8.91,0.016,0,0
2015,Isabella,RTP,2.59,5.05,7.86,0.026,2,0
2015,Isabella,RTP,2.78,4.28,8.09,0.02,0,1
2015,Isabella,RTP,3.44,5.01,9.38,0.051,0,1
2015,Isabella,RTP,3.56,5.54,6.14,0.045,0,0
2015,Isabella,RTP,4.13,5.49,10.62,0.063,0,1
2015,Isabella,RTP,2.68,5.83,8.55,0.05,0,1
2015,Isabella,RTP,3.06,4.66,12.49,0.053,0,1
2015,Isabella,RTP,2.84,4.1,8.7,0.045,0,1
2015,Isabella,RTP,3.31,4.98,8.23,0.056,0,1
2015,Isabella,RTP,5.6,8.04,10.15,0.155,0,1
2015,Isabella,RTP,4.52,6.72,8.95,0.081,0,0
2015,Isabella,RTP,5.19,6.67,10.28,0.079,2,0
2015,Isabella,RTP,3.51,5.3,9.93,0.049,1,0
2015,Isabella,RTP,2.67,4.71,10.94,0.044,0,1
2015,Isabella,RTP,3.46,5.22,10.15,0.061,0,1
2015,Isabella,RTP,3.16,4.52,9.26,0.033,0,1
2015,Isabella,RTP,3.74,6.28,8.42,0.074,0,0
2015,Isabella,RTP,3.62,5.19,9.87,0.047,0,1
2015,Isabella,RTP,2.58,3.52,6.66,0.024,0,1
2015,Isabella,RTP,2.36,3.44,7.17,0.022,0,1
2015,Isabella,RTP,2.85,5.17,NA,0.034,0,0
2015,Isabella,RTP,2.31,4.08,7.06,0.022,0,1
2015,Isabella,RTP,2.98,4.59,8.45,0.045,0,1
2015,Isabella,RTP,2.41,3.2,8.11,0.018,0,1
2015,Isabella,RTP,5.86,7.27,11.59,0.134,1,1
2015,Isabella,RTP,2.66,4.66,9.64,0.022,2,0
2015,Isabella,RTP,3.01,5.84,NA,0.068,1,0
2015,Isabella,RTP,3.01,5.7,NA,0.052,1,1
2015,Isabella,RTP,2.93,4.98,10.02,0.052,0,0
2015,Isabella,RTP,2.23,4.11,10.46,0.009,3,1
2015,Isabella,RTP,2.85,3.53,7.11,0.019,0,1
2015,Isabella,RTP,2.43,4.32,6.98,0.021,0,0
2015,Isabella,RTP,2.79,5.28,6.96,0.04,0,1
2015,Isabella,RTP,3.16,5.06,NA,0.041,1,1
2015,Isabella,RTP,3.51,5.43,6.84,0.063,0,0
2015,Isabella,RTP,3.19,5.38,8.66,0.044,0,0
2015,Isabella,RTP,2.8,5.32,8.56,0.045,1,1
2015,Isabella,RTP,2.33,3.56,NA,0.014,1,0
2015,Isabella,RTP,2.47,3.82,6.39,0.022,0,1
2015,Isabella,RTP,3.74,6.32,9.97,0.077,0,0
2015,Isabella,RTP,4.5,6,NA,0.02,2,0
2015,Isabella,RTP,2.97,4.75,8.48,0.054,0,1
2015,Isabella,RTP,2.33,3.59,NA,0.015,1,0
2015,Isabella,RTP,3.1,5.48,6.96,0.04,0,1
2015,Isabella,RTP,3.23,4.09,NA,0.038,0,1
2015,Isabella,RTP,2.6,5.11,9.97,0.044,0,1
2015,Isabella,RTP,2.34,3.94,8.45,0.03,0,1
2015,Isabella,RTP,2.95,5.77,7.66,0.057,1,0
2015,Isabella,RTP,3.01,4.32,NA,0.042,0,1
2015,Isabella,RTP,3.67,6.44,10.49,0.085,0,1
2015,Isabella,RTP,2.7,4.01,7.94,0.031,0,1
2015,Isabella,RTP,2.23,3.32,NA,0.018,0,1
2015,Isabella,RTP,3.8,7,10.06,0.07,2,0
2015,Isabella,RTP,2.72,4.02,6.97,0.027,0,1
2015,Isabella,RTP,2.64,3.76,6.06,0.007,0,0
2015,Isabella,RTP,2.43,4.07,NA,0.022,0,1
2015,Isabella,RTP,3.32,4.86,8.65,0.058,0,1
2015,Isabella,RTP,3.62,5.61,9.01,0.064,0,0
2015,Isabella,RTP,2.81,4.75,NA,0.033,1,1
2015,Isabella,RTP,2.94,4.25,8.75,0.021,0,0
2015,Isabella,RTP,3.76,6.41,9.98,0.096,0,1
2015,Isabella,RTP,4.49,6.45,9.49,0.09,0,0
2015,Isabella,RTP,3.85,6.19,8,0.085,0,1
2015,Isabella,RTP,2.67,4.78,NA,0.036,0,1
2015,Isabella,RTP,3.04,4.41,9.26,0.034,0,1
2015,Isabella,RTP,3.91,5.91,NA,0.06,1,1
2015,Isabella,RTP,4.61,7.14,9.29,0.146,0,1
2015,Isabella,RTP,2.81,3.77,7.49,0.023,0,1
2015,Isabella,RTP,3.51,5.78,6.71,0.059,1,1
2015,Isabella,RTP,2.77,5.4,9.21,0.056,0,1
2015,Isabella,RTP,3.1,3.66,NA,0.035,0,1
2015,Isabella,RTP,3.04,4.58,8.53,0.036,0,1
2015,Isabella,RTP,2.81,5.32,7.78,0.052,0,1
2015,Isabella,RTP,3.45,5.09,9.62,0.055,0,0
2015,Isabella,RTP,3.53,5.03,8.8,0.045,0,0
2015,Isabella,RTP,3.55,6.16,10.6,0.085,0,1
2015,Isabella,RTP,2.86,4.59,9.42,0.044,0,1
2015,Isabella,RTP,3.54,6.33,NA,0.087,0,1
2015,Isabella,RTP,2.75,5.27,NA,0.04,0,1
2015,Isabella,RTP,3.71,6.29,NA,0.021,1,0
2015,Isabella,RTP,2.71,4.82,7.97,0.032,1,0
2015,Isabella,RTP,2.65,5.3,8.44,0.043,0,1
2015,Isabella,RTP,3.42,6.19,9.64,0.069,0,1
2015,Isabella,RTP,3.03,4.33,10.19,0.041,0,1
2015,Isabella,RTP,2.98,7.4,7.6,0.048,0,1
2015,Isabella,RTP,2.88,5.54,8.44,0.053,0,1
2015,Isabella,RTP,3.98,6.58,9.7,0.101,0,0
2015,Isabella,RTP,4.12,6.43,9.16,0.096,0,1
2015,Isabella,RTP,2.56,5.01,10.81,0.042,1,1
2015,Isabella,RTP,3.66,5.76,9.2,0.076,0,1
2015,Isabella,RTP,2.5,3.79,7.28,0.03,0,1
2015,Isabella,RTP,3.89,5.7,8.01,0.06,0,0
2015,Isabella,RTP,3.62,5.58,9.34,0.076,0,1
2015,Isabella,RTP,2.49,3.11,9.89,0.02,0,1
2015,Isabella,RTP,3.95,5.92,9.54,0.09,0,1
2015,Isabella,RTP,2.81,4.74,10.32,0.017,3,1
2015,Isabella,RTP,3.38,6.2,NA,0.074,0,1
2015,Isabella,RTP,4.09,5.72,10.42,0.066,0,0
2015,Isabella,RTP,2.79,4.63,NA,0.032,1,0
2015,Isabella,RTP,2.42,4.2,6.49,0.021,0,1
2015,Isabella,TP,3.44,4.92,8.78,0.033,1,1
2015,Isabella,TP,3.53,6.57,NA,0.039,4,0
2015,Isabella,TP,4.36,7.64,10.42,0.116,0,0
2015,Isabella,TP,3.36,4.39,8.86,0.03,1,0
2015,Isabella,TP,3.68,4.84,9.3,0.052,0,0
2015,Isabella,TP,3.04,4.99,NA,0.018,2,0
2015,Isabella,TP,3.47,5.17,9.25,0.059,1,0
2015,Isabella,TP,3.45,5.44,8.53,0.064,1,1
2015,Isabella,TP,4.19,5.87,11,0.062,0,0
2015,Isabella,TP,2.08,3.77,4.25,0.02,0,1
2015,Isabella,TP,3.56,6.1,NA,0.062,2,0
2015,Isabella,TP,2.96,5.3,11.12,0.045,0,1
2015,Isabella,TP,4.16,6.32,9.35,0.097,0,0
2015,Isabella,TP,3.79,6.41,NA,0.037,4,0
2015,Isabella,TP,3.61,6.34,NA,0.064,3,0
2015,Isabella,TP,3.51,6.63,11.18,0.09,0,1
2015,Isabella,TP,4.19,6.38,7.51,0.083,0,0
2015,Isabella,TP,3.35,6.47,9.04,0.054,2,0
2015,Isabella,TP,3.22,5.85,NA,0.038,0,0
2015,Isabella,TP,3.27,4.98,6.02,0.047,0,0
2015,Isabella,TP,4.19,7.36,12.48,0.082,0,1
2015,Isabella,TP,4.21,6.62,10.04,0.095,0,0
2015,Isabella,TP,3.29,5.95,10,0.072,0,0
2015,Isabella,TP,3.7,6.86,NA,0.036,4,0
2015,Isabella,TP,3.57,5.39,9.81,0.065,0,0
2015,Isabella,TP,3.39,5.42,NA,0.036,3,0
2015,Isabella,TP,4.37,5.79,9.5,0.048,2,0
2015,Isabella,TP,4.02,7.82,3.91,0.123,0,1
2015,Isabella,TP,3.99,7.76,10.34,0.116,2,0
2015,Isabella,TP,2.88,4.87,9.99,0.043,0,1
2015,Isabella,TP,3.34,4.52,9.25,0.034,0,0
2015,Isabella,TP,4.08,6.92,10.17,0.081,0,0
2015,Isabella,TP,3.43,4.92,7.97,0.046,0,0
2015,Isabella,TP,3.47,5.4,10.42,0.053,0,0
2015,Isabella,TP,2.76,4.37,6.5,0.034,0,0
2015,Isabella,TP,2.99,5.33,6.92,0.023,1,0
2015,Isabella,TP,3.53,7.52,12.05,0.069,1,0
2015,Isabella,TP,3.84,5.07,10.31,0.058,0,0
2015,Isabella,TP,3.64,6.27,11.63,0.073,2,1
2015,Isabella,TP,4.48,6.77,NA,0.082,2,0
2015,Isabella,TP,3.52,6.13,8.26,0.062,0,0
2015,Isabella,TP,4.11,6.12,NA,0.046,4,0
2015,Isabella,TP,3.56,6.06,10.03,0.069,0,1
