Year,Island,Population,Mericarp.width,Mericarp.length,Mericarp.upper.spine.size,Mericarp.mass,Number.of.seeds.eaten,Presence.of.lower.spines 
2017,Floreana,CD,2.54,5.55,9.85,NA,4,0
2017,Floreana,CD,3.64,7.7,10.89,NA,4,0
2017,Floreana,CD,2.8,7.69,9.8,NA,3,0
2017,Floreana,CD,3.39,6.83,9.36,NA,4,0
2017,Floreana,CD,3.35,7.66,10.98,NA,0,0
2017,Floreana,CD,3.68,7.9,11.59,NA,4,0
2017,Floreana,CD,3.29,6.93,9.34,NA,4,0
2017,Floreana,CD,3.02,5.95,5.78,NA,3,0
2017,Floreana,CD,3.85,6.73,9.76,NA,3,0
2017,Floreana,CD,2.39,6.88,11.06,NA,3,0
2017,Floreana,CD,3.17,7.23,11.23,NA,1,0
2017,Floreana,CD,3.63,6.69,11.88,NA,4,0
2017,Floreana,CD,3.06,7.14,12.2,NA,4,0
2017,Floreana,CD,4.49,7.66,13.04,NA,3,0
2017,Floreana,CD,3.47,6.98,3.28,NA,3,0
2017,Floreana,CD,3.87,7.26,11.22,NA,3,0
2017,Floreana,CD,3.61,6.16,9.06,NA,3,0
2017,Floreana,CD,3.15,6.64,10.43,NA,4,0
2017,Floreana,CD,3.68,7.64,13.02,NA,3,0
2017,Floreana,CD,3.36,7.86,11.16,NA,2,0
2017,Floreana,CD,3.78,7.16,11.11,NA,4,0
2017,Floreana,CD,3.33,5.57,6.74,NA,3,0
2017,Floreana,CD,3.27,5.79,8.75,NA,3,0
2017,Floreana,CD,3.38,6,9.17,NA,3,0
2017,Floreana,CD,2.2,4.6,6.29,NA,0,0
2017,Floreana,CD,3.6,7.1,9.89,NA,4,0
2017,Floreana,CD,2.85,5.81,7.91,NA,3,0
2017,Floreana,CD,3.5,7.5,10.11,NA,4,0
2017,Floreana,CD,3.6,6.74,9.34,NA,4,0
2017,Floreana,CD,3.6,6.28,10.51,NA,4,0
2017,Floreana,CD,4.2,7.86,11.44,NA,1,0
2017,Floreana,CD,2.43,6.87,11.01,NA,4,0
2017,Floreana,CD,3.16,7.66,9.2,NA,3,0
2017,Floreana,CD,3.72,7.39,9.73,NA,4,0
2017,Floreana,CD,3.72,7.02,14.42,NA,1,0
2017,Floreana,CD,3.18,7.04,9.63,NA,3,0
2017,Floreana,WC,3.73,7.47,11.1,NA,0,0
2017,Floreana,WC,2.68,5.67,9.3,NA,0,0
2017,Floreana,WC,2.4,6.02,15.16,NA,1,0
2017,Floreana,WC,2.73,5.45,11.85,NA,1,1
2017,Floreana,WC,3.26,5.4,12.72,NA,0,1
2017,Floreana,WC,2.73,6.18,7.97,NA,3,0
2017,Floreana,WC,3.28,6.43,9.59,NA,3,0
2017,Floreana,WC,4.05,9.66,13.53,NA,4,0
2017,Floreana,WC,3.98,7.28,14.29,NA,0,0
2017,Floreana,WC,3.67,4.81,7.48,NA,0,1
2017,Floreana,WC,2.54,4.38,10.01,NA,2,1
2017,Floreana,WC,3.94,8.67,13.4,NA,4,0
2017,Floreana,WC,2.7,7.71,12.04,NA,0,0
2017,Floreana,WC,3.4,7.32,13.78,NA,1,0
2017,Floreana,WC,3.26,7.86,12.05,NA,0,0
2017,Floreana,WC,3.21,7.03,10.06,NA,4,0
2017,Floreana,WC,3.42,5.99,11.88,NA,1,1
2017,Floreana,WC,4.42,6.4,12.47,NA,0,0
2017,Floreana,WC,2.32,3.62,6.8,NA,0,1
2017,Floreana,WC,4.73,7.74,15.99,NA,1,0
2017,Floreana,WC,3.76,7.39,13.68,NA,1,0
2017,Floreana,WC,3.38,5.72,11.36,NA,1,1
2017,Floreana,WC,3.48,4.12,9.15,NA,0,1
2017,Floreana,WC,3.76,6.73,11.93,NA,3,0
2017,Floreana,WC,3.29,4.73,5.37,NA,1,1
2017,Floreana,WC,3.54,7.8,12.85,NA,1,0
2017,Floreana,WC,3.5,6.83,12.23,NA,3,0
2017,Floreana,WC,3.51,5.98,12.3,NA,1,1
2017,Floreana,WC,2.94,6.98,10.19,NA,3,0
2017,Floreana,WC,3.29,4.51,8.56,NA,1,1
2017,Floreana,WC,3.36,5.33,9.74,NA,1,1
2017,Floreana,WC,2.39,4.56,10.35,NA,0,0
2017,Floreana,WC,3.58,8.41,12.84,NA,4,0
2017,Floreana,WC,3.01,5.2,8.68,NA,1,1
2017,Floreana,WC,3.15,3.98,9.66,NA,0,1
2017,Floreana,WC,3.02,6.21,14.68,NA,0,0
2017,Floreana,WC,2.85,4.71,9.02,NA,1,1
2017,Floreana,WC,4.77,9.16,15.02,NA,2,0
2017,Floreana,WC,3.73,7.41,17.19,NA,2,0
2017,Floreana,WC,2.77,7.74,11.03,NA,4,0
2017,Floreana,WC,3.35,5.21,8.02,NA,1,1
2017,Floreana,WC,4.63,8.68,16.48,NA,0,0
2017,Floreana,WC,2.86,4.71,8.03,NA,1,1
2017,Floreana,WC,3.28,8.19,10.44,NA,4,0
2017,Floreana,WC,3.89,5.33,9.01,NA,0,1
2017,Floreana,WC,2.43,4.53,6.16,NA,1,1
2017,Floreana,WC,3.17,7.33,12.51,NA,4,0
2017,Floreana,WC,3.17,5.37,3.92,NA,0,1
2017,Floreana,WC,3.35,8.64,11.3,NA,4,0
2017,Floreana,WC,2,7.2,10.01,NA,1,1
2017,Floreana,WC,2.99,4.19,6.81,NA,1,1
2017,Floreana,WC,2.8,4.01,6.65,NA,1,1
2017,Floreana,WC,3.43,6.71,10.82,NA,2,0
2017,Floreana,WC,3.33,7.12,12.16,NA,1,0
2017,Floreana,WC,3.59,5.42,11,NA,0,1
2017,Floreana,WC,4.22,7.05,3.57,NA,0,0
2017,Floreana,WC,4.08,7.82,11.22,NA,0,0
2017,Floreana,WC,4.14,7.15,12.51,NA,0,0
2017,Floreana,WC,4.19,8.28,14.07,NA,0,0
2017,Floreana,WC,3.44,7.31,13.43,NA,2,1
2017,Floreana,WC,3.84,8.95,12.93,NA,2,0
2017,Floreana,WC,3.43,7.38,11.61,NA,0,0
2017,Floreana,WC,4.29,7.22,10.13,NA,0,0
2017,Floreana,WC,3.89,8.33,11.33,NA,0,0
2017,Floreana,WC,5.53,7.84,12.41,NA,4,0
2017,Floreana,WC,3.94,8.78,11.67,NA,4,0
2017,Floreana,WC,3.24,5.95,11.94,NA,1,1
2017,Floreana,WC,3.61,8,15.09,NA,3,0
2017,Floreana,WC,4.72,9.78,15.19,NA,1,0
2017,Floreana,WC,4.57,10.12,12.73,NA,5,0
2017,Floreana,WC,2.56,6.25,11.61,NA,1,0
2017,Floreana,WC,3.17,5.57,10.62,NA,4,0
2017,Floreana,WC,3.31,4.69,8.37,NA,1,1
2017,Floreana,WC,2.96,7.05,13.64,NA,1,0
2017,Floreana,WC,3.44,7.65,10.05,NA,4,0
2017,Floreana,WC,4.29,8.19,11.4,NA,4,0
2017,Floreana,WC,3.67,6.29,10.95,NA,2,0
2017,Floreana,WC,2.93,7.11,9.29,NA,3,0
2017,Floreana,WC,2.6,3.6,7.93,NA,0,1
2017,Floreana,WC,2.87,4.47,8.36,NA,0,1
2017,Floreana,WC,2.71,4.56,6.96,NA,1,1
2017,Floreana,WC,3.03,7.56,8.86,NA,3,0
2017,Floreana,WC,3.28,7.67,10.2,NA,4,0
2017,Floreana,WC,2.94,7.99,9.64,NA,2,0
2017,Floreana,WC,3.5,8.86,12.41,NA,3,0
2017,Floreana,WC,2.71,6,11.01,NA,2,0
2017,Floreana,WC,3.72,8.4,11.73,NA,4,0
2017,Floreana,WC,3.39,3.74,8.12,NA,3,0
2017,Floreana,WC,3.64,7.98,14.82,NA,0,0
2017,Floreana,WC,3.74,8.02,11.66,NA,4,0
2017,Floreana,WC,2.39,7.67,10.79,NA,3,0
2017,Floreana,WC,3.58,6.03,11.85,NA,0,1
2017,Floreana,WC,3.81,6.47,13.48,NA,2,1
2017,Floreana,WC,3.1,5.48,9.41,NA,0,1
2017,Floreana,WC,3.71,8.89,11.89,NA,5,0
2017,Floreana,WC,4,8.51,13.7,NA,1,0
2017,Floreana,WC,2.8,3.91,7.45,NA,0,1
2017,Floreana,WC,3.49,5.01,11.7,NA,0,1
2017,Floreana,WC,3.59,8.63,13.59,NA,0,0
2017,Floreana,WC,3.48,5.93,12.35,NA,1,0
2017,Floreana,POB,2.24,4.46,7.51,NA,0,0
2017,Floreana,POB,2.82,5.53,6.51,NA,3,1
2017,Floreana,POB,2.4,4.53,7.28,NA,0,1
2017,Floreana,POB,1.59,4.39,7.07,NA,0,1
2017,Floreana,POB,2.51,5.28,8.85,NA,0,1
2017,Floreana,POB,2.45,4.74,5.54,NA,3,1
2017,Floreana,POB,2.76,5.65,9.14,NA,0,1
2017,Floreana,POB,2.38,4.75,9.13,NA,0,1
2017,Floreana,POB,3.05,6,9.49,NA,0,1
2017,Floreana,POB,2.69,4.76,8.08,NA,0,1
2017,Floreana,POB,1.97,4.15,6.83,NA,0,1
2017,Floreana,POB,2.21,5.04,2.59,NA,1,1
2017,Floreana,POB,2.32,5.14,6.06,NA,2,1
2017,Floreana,POB,2.58,5.41,7.27,NA,0,1
2017,Floreana,POB,1.4,3.96,4.7,NA,0,1
2017,Floreana,POB,2.57,6.33,7.33,NA,4,1
2017,Floreana,POB,2.15,4.86,8,NA,0,1
2017,Floreana,POB,3.93,6.71,7.49,NA,2,0
2017,Floreana,POB,1.85,5.21,10.87,NA,0,1
2017,Floreana,POB,2.83,5.34,2.83,NA,1,1
2017,Floreana,POB,2.37,4.52,8.57,NA,0,1
2017,Floreana,POB,3.55,7.31,11.68,NA,0,0
2017,Floreana,POB,2.4,5.21,5.7,NA,1,1
2017,Floreana,POB,3.4,7.63,13.6,NA,0,0
2017,Floreana,POB,3.55,6.77,11.66,NA,0,0
2017,Floreana,POB,2.36,4.82,8.65,NA,0,1
2017,Floreana,POB,1.99,4.77,8.92,NA,0,1
2017,Floreana,POB,2.55,6.18,8.88,NA,0,1
2017,Floreana,POB,2.98,5.47,10.37,NA,1,1
2017,Floreana,POB,2.2,3.76,7.09,NA,0,1
2017,Floreana,POB,2.65,5.57,10.78,NA,0,1
2017,Floreana,POB,3.23,6.19,11.2,NA,0,0
2017,Floreana,POB,2.25,5.14,7.53,NA,0,1
2017,Floreana,POB,3.01,5.49,8.16,NA,0,1
2017,Floreana,POB,2.43,4.86,8.27,NA,0,1
2017,Floreana,POB,2.2,5.11,7.19,NA,3,1
2017,Floreana,POB,2.51,4.68,9.38,NA,0,1
2017,Floreana,POB,2.35,5.86,7.33,NA,0,1
2017,Floreana,POB,2.05,4.64,6.4,NA,3,1
2017,Floreana,POB,2.01,4.6,8.15,NA,0,1
2017,Floreana,POB,2.1,3.54,2.7,NA,1,1
2017,Floreana,POB,2.52,6.04,9.98,NA,0,1
2017,Floreana,POB,2.99,6.02,8.77,NA,0,1
2017,Floreana,POB,2.18,4.68,4.83,NA,3,1
2017,Floreana,POB,2.93,5.37,8.75,NA,0,1
2017,Floreana,POB,2.42,4.3,6.01,NA,3,1
2017,Floreana,POB,2.92,6,10.21,NA,2,1
2017,Floreana,POB,2.58,5.58,9.79,NA,0,1
2017,Floreana,POB,2.91,6.09,9.19,NA,0,1
2017,Floreana,POB,2.44,7.44,9.35,NA,0,1
2017,Floreana,POB,1.8,5.44,7.25,NA,0,1
2017,Floreana,POB,2.28,4.41,8.91,NA,0,1
2017,Floreana,POB,3.3,6.57,10.21,NA,0,1
2017,Floreana,POB,2.29,5.07,6.79,NA,0,1
2017,Floreana,POB,2.85,6.08,12.28,NA,0,1
2017,Floreana,POB,2.43,4.01,7.34,NA,0,1
2017,Floreana,POB,2.33,4.27,6.37,NA,2,1
2017,Floreana,POB,3.49,6.6,11.18,NA,0,1
2017,Floreana,POB,3.22,5.62,10.27,NA,0,1
2017,Floreana,POB,2.87,6.37,9.75,NA,0,1
2017,Floreana,POB,2.8,5.74,11.93,NA,0,1
2017,Floreana,POB,2.14,4.45,6.82,NA,0,1
2017,Floreana,POB,5.54,5.98,9.56,NA,0,1
2017,Floreana,POB,2.62,3.98,9.83,NA,1,1
2017,Floreana,POB,1.7,4.54,7.69,NA,0,1
2017,Floreana,POB,2.35,5.11,8.26,NA,0,1
2017,Floreana,POB,2.34,4.31,9.68,NA,0,1
2017,Floreana,POB,2.51,5.59,7.01,NA,1,1
2017,Floreana,POB,3.07,5.05,11.43,NA,0,1
2017,Floreana,POB,2.92,3.8,6.98,NA,0,1
2017,Floreana,POB,2.81,5.47,4.74,NA,4,0
2017,Floreana,POB,2.14,5.75,5.75,NA,5,1
2017,Floreana,POB,3,5.76,9.89,NA,0,1
2017,Floreana,POB,2.81,6.3,7.97,NA,0,1
2017,Floreana,POB,2.89,3.56,2.89,NA,0,1
2017,Floreana,POB,1.91,4.02,9.23,NA,0,1
2017,Floreana,POB,2.25,4.33,8.19,NA,0,1
2017,Floreana,POB,2.26,4.75,10.15,NA,0,1
2017,Floreana,POB,2.12,4.85,8.94,NA,0,1
2017,Floreana,POB,2.2,3.63,4.71,NA,0,1
2017,Floreana,POB,2.59,3.82,6.92,NA,0,1
2017,Floreana,POB,2.81,4.73,7.54,NA,0,1
2017,Floreana,POB,2.38,5.66,12.13,NA,0,1
2017,Floreana,POB,2.56,5.78,10.01,NA,0,1
2017,Floreana,POB,2.69,5.67,8.29,NA,4,1
2017,Floreana,POB,2.18,4.17,2.18,NA,0,1
2017,Floreana,POB,2.14,4.38,6.42,NA,0,1
2017,Floreana,POB,2.17,3.87,7.58,NA,0,1
2017,Floreana,POB,2.52,4,6.43,NA,0,1
2017,Floreana,POB,1.77,3.75,5.04,NA,0,1
2017,Floreana,POB,2.77,5.72,10.02,NA,0,1
2017,Floreana,POB,2.59,5.84,9.55,NA,0,1
2017,Floreana,POB,1.78,4.25,8.76,NA,0,1
2017,Floreana,POB,2.28,6.13,9.18,NA,0,1
2017,Floreana,POB,2.91,6.09,7.88,NA,2,1
2017,Floreana,POB,2.51,6.75,11.37,NA,0,0
2017,Floreana,POB,2.9,4.61,10.2,NA,0,1
2017,Floreana,POB,3.76,8.91,14.18,NA,0,0
2017,Floreana,POB,2.76,7.76,12.62,NA,0,0
2017,Floreana,POB,1.9,4.89,8.62,NA,0,1
2017,San.Cristobal,USFQ,2.52,6.26,11.68,NA,0,1
2017,San.Cristobal,USFQ,3.44,5.72,11.36,NA,0,1
2017,San.Cristobal,USFQ,4.34,7.93,2.34,NA,0,1
2017,San.Cristobal,USFQ,3.72,6.99,11.69,NA,0,1
2017,San.Cristobal,USFQ,3.67,7.61,11.39,NA,0,1
2017,San.Cristobal,USFQ,2.74,5.97,11.28,NA,0,1
2017,San.Cristobal,USFQ,2.4,5.1,9.2,NA,0,1
2017,San.Cristobal,USFQ,4.05,7.09,10.43,NA,0,0
2017,San.Cristobal,USFQ,3.68,6.38,12.62,NA,0,1
2017,San.Cristobal,USFQ,3.31,5.62,9.51,NA,0,1
2017,San.Cristobal,USFQ,3.55,7.54,12.01,NA,2,1
2017,San.Cristobal,USFQ,3.43,7.23,10.92,NA,0,1
2017,San.Cristobal,USFQ,3.21,5.95,9.9,NA,0,1
2017,San.Cristobal,USFQ,3.98,5.29,8.96,NA,0,1
2017,San.Cristobal,USFQ,4.25,7.17,12.12,NA,1,1
2017,San.Cristobal,USFQ,2.68,5.12,6.92,NA,1,1
2017,San.Cristobal,USFQ,3.38,5.21,9.04,NA,1,1
2017,San.Cristobal,USFQ,3.27,5.63,7.86,NA,0,1
2017,San.Cristobal,USFQ,4.22,6.47,9.18,NA,0,0
2017,San.Cristobal,USFQ,2.69,5.52,9.97,NA,0,1
2017,San.Cristobal,USFQ,3.52,7.8,12.29,NA,0,1
2017,San.Cristobal,USFQ,3.47,6.26,12.34,NA,0,1
2017,San.Cristobal,USFQ,3.44,5.75,12.19,NA,0,1
2017,San.Cristobal,USFQ,3.83,7.97,12.82,NA,0,1
2017,San.Cristobal,USFQ,3.15,6.26,15.66,NA,0,1
2017,San.Cristobal,USFQ,2.49,4.66,7.7,NA,0,1
2017,San.Cristobal,USFQ,3.52,7.59,3.22,NA,2,1
2017,San.Cristobal,USFQ,2.9,6.65,11.51,NA,1,1
2017,San.Cristobal,USFQ,3.65,8.75,11.09,NA,1,1
2017,San.Cristobal,USFQ,4.02,6.48,9.68,NA,1,1
2017,San.Cristobal,USFQ,3.11,5.14,10.06,NA,2,0
2017,San.Cristobal,USFQ,2.3,4.04,4.52,NA,0,0
2017,San.Cristobal,USFQ,2.32,4.98,8.78,NA,1,0
2017,San.Cristobal,USFQ,2.81,5.83,12.59,NA,3,1
2017,San.Cristobal,USFQ,3.62,7.68,12.2,NA,0,1
2017,San.Cristobal,USFQ,3.03,5.85,10.64,NA,0,1
2017,San.Cristobal,USFQ,2.99,5.86,10.49,NA,0,1
2017,San.Cristobal,USFQ,3.24,5.29,8.97,NA,0,0
2017,San.Cristobal,USFQ,2.85,4.9,10.23,NA,0,1
2017,San.Cristobal,USFQ,3.02,7.11,10.98,NA,0,1
2017,San.Cristobal,USFQ,3.44,5.28,9.92,NA,1,1
2017,San.Cristobal,USFQ,2.45,5.16,8.3,NA,1,1
2017,San.Cristobal,USFQ,3.48,5.36,10.85,NA,0,1
2017,San.Cristobal,USFQ,2.7,4.96,8.2,NA,0,1
2017,San.Cristobal,USFQ,2.57,5.03,8.11,NA,0,1
2017,San.Cristobal,USFQ,3.34,5.5,12.09,NA,0,1
2017,San.Cristobal,USFQ,3.3,6,12.37,NA,0,1
2017,San.Cristobal,USFQ,3.74,5.67,12.66,NA,0,1
2017,San.Cristobal,USFQ,3.69,6.52,10.3,NA,1,1
2017,San.Cristobal,USFQ,2.28,6.69,12.58,NA,0,1
2017,San.Cristobal,USFQ,3.44,5.95,10.88,NA,0,1
2017,San.Cristobal,USFQ,2.72,6.21,9.74,NA,0,1
2017,San.Cristobal,USFQ,2.63,6,10.73,NA,0,1
2017,San.Cristobal,USFQ,3.35,6.1,12.81,NA,0,1
2017,San.Cristobal,USFQ,3.59,7.77,12.72,NA,0,1
2017,San.Cristobal,USFQ,2.25,4.92,7.49,NA,3,0
2017,San.Cristobal,USFQ,3.01,6.68,11.72,NA,1,1
2017,San.Cristobal,USFQ,3.45,5.22,8.05,NA,1,1
2017,San.Cristobal,USFQ,3.33,6.73,3.86,NA,0,1
2017,San.Cristobal,USFQ,3.01,6.32,9.63,NA,0,1
2017,San.Cristobal,USFQ,2.05,4.8,5.45,NA,0,1
2017,San.Cristobal,USFQ,3.29,5.61,10.92,NA,0,1
2017,San.Cristobal,USFQ,3.43,6.8,12,NA,0,1
2017,San.Cristobal,USFQ,2.64,4.73,7.21,NA,0,1
2017,San.Cristobal,USFQ,3.33,6.83,12.42,NA,0,1
2017,San.Cristobal,USFQ,2.55,5.59,10.54,NA,1,1
2017,San.Cristobal,USFQ,3.49,3.56,10.17,NA,1,1
2017,San.Cristobal,USFQ,2.22,5.61,7.69,NA,3,1
2017,San.Cristobal,USFQ,3,5.96,9.87,NA,1,1
2017,San.Cristobal,USFQ,3.3,5.91,10.19,NA,0,1
2017,San.Cristobal,USFQ,3.24,5.17,8.38,NA,1,1
2017,San.Cristobal,USFQ,2.94,6.96,11.37,NA,0,0
2017,San.Cristobal,USFQ,2,4.4,8.08,NA,0,0
2017,San.Cristobal,USFQ,3.89,7.32,12.2,NA,1,1
2017,San.Cristobal,USFQ,3.18,4.98,9.51,NA,1,1
2017,San.Cristobal,USFQ,3.18,4.99,6.69,NA,2,1
2017,San.Cristobal,USFQ,3.79,5.44,10.35,NA,0,1
2017,San.Cristobal,USFQ,3.73,5.75,8.55,NA,1,1
2017,San.Cristobal,USFQ,3.42,6,11.62,NA,0,1
2017,San.Cristobal,USFQ,3.04,5.66,8.51,NA,1,1
2017,San.Cristobal,USFQ,4.18,6.6,9.81,NA,1,1
2017,San.Cristobal,USFQ,2.96,5.37,12.14,NA,0,1
2017,San.Cristobal,USFQ,3.29,7.64,11.61,NA,2,1
2017,San.Cristobal,USFQ,2.52,5.98,7.53,NA,0,1
2017,San.Cristobal,USFQ,2.5,5.15,10.06,NA,1,0
2017,San.Cristobal,USFQ,3.26,7.77,12.9,NA,0,1
2017,San.Cristobal,USFQ,2.78,5.6,8.52,NA,0,1
2017,San.Cristobal,USFQ,3.55,5.68,10.54,NA,0,1
2017,San.Cristobal,USFQ,2.34,5.94,9.69,NA,0,1
2017,San.Cristobal,USFQ,2.8,5.55,9.02,NA,0,0
2017,San.Cristobal,USFQ,3.53,6.33,11.34,NA,0,1
2017,San.Cristobal,USFQ,3.75,6.64,10.72,NA,0,1
2017,San.Cristobal,USFQ,3.67,6.66,13.93,NA,1,1
2017,San.Cristobal,USFQ,3.17,5.52,12.14,NA,0,0
2017,San.Cristobal,USFQ,3.49,6.22,10.19,NA,0,1
2017,San.Cristobal,USFQ,2.62,5.11,8.98,NA,0,0
2017,San.Cristobal,USFQ,2.98,6.76,9.46,NA,0,1
2017,San.Cristobal,USFQ,3.9,6.46,11.76,NA,0,1
2017,San.Cristobal,USFQ,4.9,6.7,11.07,NA,4,1
2017,San.Cristobal,USFQ,2.96,6.88,12.19,NA,1,1
2017,San.Cristobal,LB2,3.56,6.11,9.66,NA,0,0
2017,San.Cristobal,LB2,3.06,6.29,7.54,NA,1,0
2017,San.Cristobal,LB2,3.05,5.26,3.05,NA,2,1
2017,San.Cristobal,LB2,1.5,3.73,9.11,NA,1,0
2017,San.Cristobal,LB2,3.6,6.7,10.71,NA,2,0
2017,San.Cristobal,LB2,3.07,4.91,11.06,NA,1,0
2017,San.Cristobal,LB2,3.76,6.71,8.68,NA,4,0
2017,San.Cristobal,LB2,3.06,6.36,11.09,NA,0,0
2017,San.Cristobal,LB2,3.47,6.1,10.65,NA,1,0
2017,San.Cristobal,LB2,3.88,6.92,10.89,NA,0,0
2017,San.Cristobal,LB2,2.73,4.55,7.95,NA,2,0
2017,San.Cristobal,LB2,2.27,4.03,7.87,NA,0,0
2017,San.Cristobal,LB2,2.98,5.3,8.15,NA,3,0
2017,San.Cristobal,LB2,3.38,6.41,10.35,NA,1,0
2017,San.Cristobal,LB2,3.58,7.27,2.35,NA,0,0
2017,San.Cristobal,LB2,2.91,5.34,9.5,NA,2,0
2017,San.Cristobal,LB2,3.63,6.41,9.77,NA,0,0
2017,San.Cristobal,LB2,3.64,7.77,10.12,NA,0,0
2017,San.Cristobal,LB2,3.71,7.02,9.18,NA,2,0
2017,San.Cristobal,LB2,3.63,8.07,10.93,NA,1,0
2017,San.Cristobal,LB2,3.24,5.98,10.16,NA,0,0
2017,San.Cristobal,LB2,3.62,7.63,10.37,NA,1,0
2017,San.Cristobal,LB2,3.51,6.09,10.09,NA,0,0
2017,San.Cristobal,LB2,2.71,5.72,8.92,NA,0,0
2017,San.Cristobal,LB2,3.94,7.14,12.25,NA,1,0
2017,San.Cristobal,LB2,3.57,5.76,8.74,NA,0,0
2017,San.Cristobal,LB2,3.7,5.93,11.22,NA,0,0
2017,San.Cristobal,LB2,3.52,6.88,10.84,NA,0,0
2017,San.Cristobal,LB2,3.72,6.76,10.63,NA,3,0
2017,San.Cristobal,LB2,3.33,5.94,11.57,NA,1,0
2017,San.Cristobal,LB2,4.01,6.31,10.14,NA,1,0
2017,San.Cristobal,LB2,3.32,6.22,10.77,NA,0,0
2017,San.Cristobal,LB2,3.82,7.1,10.47,NA,0,0
2017,San.Cristobal,LB2,3.62,6.62,10.02,NA,2,0
2017,San.Cristobal,LB2,3.07,6.75,9.65,NA,0,0
2017,San.Cristobal,LB2,3.9,7.11,11.26,NA,0,0
2017,San.Cristobal,LB2,4.21,7.62,10.86,NA,2,0
2017,San.Cristobal,LB2,2.96,4.72,8.66,NA,0,0
2017,San.Cristobal,LB2,3.05,7.42,10.16,NA,4,0
2017,San.Cristobal,LB2,4.23,7.78,11.2,NA,0,0
2017,San.Cristobal,LB2,2.45,4.07,7.86,NA,1,0
2017,San.Cristobal,LB2,3.35,5.47,8.67,NA,1,0
2017,San.Cristobal,LB2,4.45,6.97,11.11,NA,1,0
2017,San.Cristobal,LB2,3.61,6.29,11.31,NA,4,0
2017,San.Cristobal,LB2,2.62,5.74,7.04,NA,3,0
2017,San.Cristobal,LB2,3.51,6.08,9.65,NA,3,0
2017,San.Cristobal,LB2,3.28,6.14,9.02,NA,2,0
2017,San.Cristobal,LB2,3.41,4.9,7.64,NA,0,0
2017,San.Cristobal,LB2,3.36,6.84,2.82,NA,0,0
2017,San.Cristobal,LB2,3.53,7.35,10.29,NA,1,0
2017,San.Cristobal,LB2,2.82,5.81,9.85,NA,3,0
2017,San.Cristobal,LB2,3.82,6.75,10.63,NA,1,0
2017,San.Cristobal,LB2,2.58,5.66,9.29,NA,1,0
2017,San.Cristobal,LB2,2.85,4.75,9.88,NA,0,0
2017,San.Cristobal,LB2,2.89,6.11,9.14,NA,4,0
2017,San.Cristobal,LB2,3.04,5.7,7.75,NA,0,0
2017,San.Cristobal,LB2,2.93,5.86,9.7,NA,4,0
2017,San.Cristobal,LB2,3,5.45,8.66,NA,4,0
2017,San.Cristobal,LB2,2.9,6.58,9.57,NA,0,0
2017,San.Cristobal,LB2,3.57,6.65,11.09,NA,0,0
2017,San.Cristobal,LB2,2.6,4.99,7.24,NA,3,0
2017,San.Cristobal,LB2,3.72,6.41,10.76,NA,0,0
2017,San.Cristobal,LB2,2.8,5.49,10.27,NA,0,0
2017,San.Cristobal,LB2,3.33,5.51,10.08,NA,1,0
2017,San.Cristobal,LB2,3.16,5.97,10.19,NA,1,0
2017,San.Cristobal,LB2,3.22,5.18,8.9,NA,0,0
2017,San.Cristobal,LB2,3.29,6.5,10.93,NA,2,0
2017,San.Cristobal,LB2,3.38,7.19,9.99,NA,0,0
2017,San.Cristobal,LB2,2.58,5.26,10.86,NA,0,0
2017,San.Cristobal,LB2,3.26,5.6,9.82,NA,3,0
2017,San.Cristobal,LB2,2.83,6.49,10.97,NA,0,0
2017,San.Cristobal,LB2,3.36,4.46,8.22,NA,3,0
2017,San.Cristobal,LB2,3.39,7.06,9.73,NA,3,0
2017,San.Cristobal,LB2,3.28,6.28,8.79,NA,0,0
2017,San.Cristobal,LB2,3.41,6.8,12.71,NA,1,0
2017,San.Cristobal,LB2,2.37,5.39,6.58,NA,0,0
2017,San.Cristobal,LB2,3.31,4.95,11.65,NA,0,0
2017,San.Cristobal,LB2,3.32,6.3,10.52,NA,1,0
2017,San.Cristobal,LB2,5.08,2.88,9.87,NA,0,0
2017,San.Cristobal,LB2,2.54,5.89,8.72,NA,3,0
2017,San.Cristobal,LB2,2.91,5.67,9.35,NA,0,0
2017,San.Cristobal,LB2,2.86,7.49,9.09,NA,1,0
2017,San.Cristobal,LB2,2.75,6.74,9.84,NA,0,0
2017,San.Cristobal,LB2,3.21,4.25,8.83,NA,2,0
2017,San.Cristobal,LB2,1.83,4.33,4.29,NA,0,0
2017,San.Cristobal,LB2,2.72,5.51,8.89,NA,3,0
2017,San.Cristobal,LB2,3.37,5.84,10.16,NA,0,0
2017,San.Cristobal,LB2,2.83,5.79,8.78,NA,1,0
2017,San.Cristobal,LB2,3.06,6.24,8.63,NA,3,0
2017,San.Cristobal,LB2,4.15,8.15,9.42,NA,3,0
2017,San.Cristobal,LB2,3.03,5.97,8.66,NA,0,0
2017,San.Cristobal,LB2,3.16,6.91,10.61,NA,1,0
2017,San.Cristobal,LB2,3.26,6.39,7.9,NA,5,0
2017,San.Cristobal,LB2,3.06,5.72,6.98,NA,0,0
2017,San.Cristobal,LB2,2.49,5.77,2.49,NA,2,0
2017,San.Cristobal,LB2,3.43,5.01,7.63,NA,1,0
2017,San.Cristobal,LB2,3.29,5.68,9.69,NA,0,0
2017,San.Cristobal,LB2,3.64,7.86,10.05,NA,0,0
2017,San.Cristobal,LB2,3.1,6.15,7.96,NA,4,0
